ID,Weight_Ind,Region,Area_type,Household Number,Q203_1,Q207a,Q207b,Q301a_1,Q301a_2,Q301a_3,Q301a_4,Q301a_5,Q301a_6,Q301a_7,Q301a_8,Q303,Q304_1,Q401_1,Q503,Q505b,Q506,Q507,Q601a,Q601b_1,Q1201,Q1202,Q1208,Q1209_1,Q1213,Q1214,Age,Gender,Income,Marital,Banked/Unbanked,Credit,Saving,Remittances,Education,Income_Sources,Age2
1045,4413.490447,Ashanti,Rural,6,Friends/Colleagues,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,I don't have enough money or income,None of these,,,,Yes,At home/secret hiding place,No,I receive most of my income from selling food that I grow or,None,I prefer getting the money in cash,Below GH¢200 per month,Below GH¢200 per month,22,Female,Yes,Married,Excluded,Not borrowing,Saving at home,Not remitting,No formal education,Remittance Dependent,21 - 25 yrs
1046,4413.490447,Ashanti,Rural,6,Friends/Colleagues,Yes,Yes,Never had,Never had,Have now,Never had,Never had,Never had,Never had,Never had,No,,,None of these,Taxi,Yes,Between I to 2 hours,Yes,At home/secret hiding place,Yes,I receive most of my income from selling food that I grow or,Some,,Below GH¢200 per month,Below GH¢200 per month,67,Male,Yes,Married,Banked,Credit from bank,Saving at bank,Not remitting,Primary education,Farming and Fishing,46+ yrs
1047,4413.490447,Ashanti,Rural,2,Friends/Colleagues,Yes,Yes,Never had,Never had,Have now,Never had,Never had,Never had,Never had,Never had,No,,,None of these,Taxi,Yes,31 to 60 minutes,Yes,Bank,No,I receive most of my income from selling food that I grow or,None,To avoid making the trip to the bank,Below GH¢200 per month,Below GH¢200 per month,20,Male,Yes,Never married,Banked,Not borrowing,Saving at bank,Not remitting,Primary education,Farming and Fishing,18 - 20 yrs
1048,4413.490447,Ashanti,Rural,2,Friends/Colleagues,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,Bank queues,None of these,They come to me,,,Yes,Susu collector / group,No,I received most of my income as money,None,I prefer getting the money in cash,Below GH¢200 per month,Below GH¢200 per month,21,Female,Yes,Married,Other formal (non-bank),Not borrowing,Saving at other formal (non-bank),Not remitting,No formal education,Self employed,21 - 25 yrs
1049,4413.490447,Ashanti,Rural,5,Radio,Yes,Yes,Never had,Never had,Have now,Never had,Never had,Never had,Never had,Never had,No,,,Bank,Taxi,No,21 to 30 minutes,No,,No,I receive most of my income from selling food that I grow or,None,I prefer getting the money in cash,Don't know,Don't know,33,Male,Yes,Separated,Banked,Not borrowing,Saving at bank,Not remitting,Secondary education,Farming and Fishing,31 - 35 yrs
1050,4413.490447,Ashanti,Rural,2,Radio,Yes,Yes,Never had,Never had,Have now,Never had,Never had,Never had,Never had,Never had,No,,,None of these,Taxi,Yes,Over 2 hours but less than 3 hours,Yes,Bank,Yes,I received most of my income as money,None,I prefer getting the money in cash,Below GH¢200 per month,Below GH¢200 per month,35,Male,Yes,Married,Banked,Credit from informal sources,Saving at bank,Not remitting,Secondary education,Self employed,31 - 35 yrs
1051,4413.490447,Ashanti,Rural,2,Radio,Yes,Yes,Never had,Never had,Have now,Never had,Never had,Never had,Never had,Never had,No,,,Bank,Trotro,No,Between I to 2 hours,Yes,Bank,Yes,I received most of my income as money,None,I prefer getting the money in cash,Below GH¢200 per month,Below GH¢200 per month,30,Male,Yes,Married,Banked,Not borrowing,Saving at bank,Remiting through family and friends,No formal education,Self employed,26 - 30 yrs
1053,4413.490447,Ashanti,Rural,1,Radio,Yes,Yes,Never had,Never had,Used to but no longer have,Never had,Never had,Never had,Never had,Never had,No,,I don't have the time to go to a bank,None of these,They come to me,,,Yes,Susu collector / group,Yes,I received most of my income as money,None,I prefer getting the money in cash,Below GH¢200 per month,Below GH¢200 per month,23,Male,Yes,Never married,Informal,Not borrowing,Saving informally,Not remitting,Primary education,Formally employed Private,21 - 25 yrs
1055,4413.490447,Ashanti,Rural,3,Can't remember/ Don't know,Yes,No,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,I don't have enough money or income,None of these,,,,No,,Yes,I receive most of my income from selling food that I grow or,None,To avoid making the trip to the bank,Below GH¢200 per month,Below GH¢200 per month,44,Male,Yes,Married,Excluded,Credit from family and friends,Not saving,Not remitting,No formal education,Farming and Fishing,41 - 45 yrs
1056,4413.490447,Ashanti,Rural,4,Radio,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,I don't have regular income,None of these,,,,No,,No,I receive most of my income from selling food that I grow or,None,To avoid making the trip to the bank,Below GH¢200 per month,Below GH¢200 per month,40,Female,Yes,Married,Excluded,Not borrowing,Not saving,Not remitting,Primary education,Farming and Fishing,36 - 40 yrs
1057,6030.31372,Ashanti,Rural,2,Friends/Colleagues,No,No,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,Banks offer low interest or returns,None of these,,,,Yes,At home/secret hiding place,No,I do not receive income,None,I prefer getting the money in cash,No income,Don't know,18,Male,No,Never married,Excluded,Not borrowing,Saving at home,Not remitting,Primary education,Remittance Dependent,18 - 20 yrs
1058,6030.31372,Ashanti,Rural,2,Household members,Yes,Yes,Never had,Never had,Used to but no longer have,Never had,Never had,Never had,Never had,Never had,No,,Banks offer low interest or returns,None of these,,,,Yes,At home/secret hiding place,Yes,I receive most of my income from selling food that I grow or,None,I prefer getting the money in cash,Below GH¢200 per month,Below GH¢200 per month,52,Male,Yes,Divorced,Excluded,Not borrowing,Saving at home,Remiting through family and friends,Primary education,Farming and Fishing,46+ yrs
1059,6030.31372,Ashanti,Rural,7,Friends/Colleagues,Yes,Yes,Never had,Never had,Have now,Never had,Never had,Never had,Never had,Never had,No,,,None of these,Trotro,Yes,21 to 30 minutes,Yes,Bank,No,I received most of my income as money,None,To avoid making the trip to the bank,Below GH¢200 per month,Below GH¢200 per month,47,Male,Yes,Married,Banked,Not borrowing,Saving at bank,Not remitting,No formal education,Self employed,46+ yrs
1060,6030.31372,Ashanti,Rural,4,Friends/Colleagues,Yes,No,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,I don't have enough money or income,None of these,,,,No,,No,I do not receive income,None,Others Specify,No income,Below GH¢200 per month,20,Female,No,Married,Excluded,Not borrowing,Not saving,Not remitting,Primary education,Remittance Dependent,18 - 20 yrs
1061,6030.31372,Ashanti,Rural,4,Radio,No,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,I don't have enough money or income,None of these,,,,Yes,At home/secret hiding place,No,I received most of my income as money,None,I prefer getting the money in cash,Below GH¢200 per month,Below GH¢200 per month,25,Male,Yes,Never married,Excluded,Not borrowing,Saving at home,Not remitting,Primary education,Remittance Dependent,21 - 25 yrs
1062,6030.31372,Ashanti,Rural,1,Radio,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,I don't have enough money or income,None of these,,,,No,,Yes,I receive most of my income from selling food that I grow or,None,Others Specify,Below GH¢200 per month,Below GH¢200 per month,40,Male,Yes,Separated,Excluded,Not borrowing,Not saving,Not remitting,Primary education,Farming and Fishing,36 - 40 yrs
1063,6030.31372,Ashanti,Rural,5,Radio,No,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,I don't have enough money or income,None of these,,,,Yes,At home/secret hiding place,No,I receive most of my income from selling food that I grow or,None,I prefer getting the money in cash,Below GH¢200 per month,Below GH¢200 per month,30,Female,Yes,Never married,Excluded,Not borrowing,Saving at home,Not remitting,No formal education,Farming and Fishing,26 - 30 yrs
1064,6030.31372,Ashanti,Rural,4,Television,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,I don't have enough money or income,None of these,,,,Yes,Susu collector / group,No,I receive most of my income from selling food that I grow or,None,I prefer getting the money in cash,Below GH¢200 per month,Below GH¢200 per month,24,Male,Yes,Never married,Informal,Not borrowing,Saving informally,Remiting through family and friends,Primary education,Farming and Fishing,21 - 25 yrs
1065,6030.31372,Ashanti,Rural,3,Banks or other financial institutions,Yes,Yes,Never had,Never had,Used to but no longer have,Never had,Never had,Never had,Never had,Never had,No,,I don't have regular income,None of these,,,,No,,Yes,I receive most of my income from selling food that I grow or,None,I prefer getting the money in cash,Below GH¢200 per month,Below GH¢200 per month,56,Male,Yes,Married,Informal,Credit from informal sources,Not saving,Not remitting,Primary education,Farming and Fishing,46+ yrs
1066,6030.31372,Ashanti,Rural,5,Radio,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,I cannot afford to maintain a minimum balance in the bank,None of these,,,,No,,Yes,I received most of my income as money,None,I want to avoid bank charges,Don't know,Don't know,40,Female,Yes,Divorced,Informal,Credit from informal sources,Not saving,Remiting through family and friends,Primary education,Remittance Dependent,36 - 40 yrs
1067,6030.31372,Ashanti,Rural,3,Can't remember/ Don't know,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,I don't have regular income,None of these,,,,No,,No,I receive most of my income from selling food that I grow or,None,I prefer getting the money in cash,Below GH¢200 per month,Below GH¢200 per month,26,Female,Yes,Divorced,Excluded,Not borrowing,Not saving,Not remitting,No formal education,Self employed,26 - 30 yrs
1068,6030.31372,Ashanti,Rural,1,Radio,Yes,Yes,Never had,Never had,Used to but no longer have,Never had,Never had,Never had,Never had,Never had,No,,I don't have enough money or income,None of these,,,,No,,Yes,I received most of my income as money,None,Others Specify,Below GH¢200 per month,Below GH¢200 per month,63,Female,Yes,Widowed,Excluded,Not borrowing,Not saving,Not remitting,Primary education,Remittance Dependent,46+ yrs
1069,4721.408376,Ashanti,Rural,2,Household members,Yes,No,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,I don't have enough money or income,None of these,,,,No,,No,I receive most of my income from selling food that I grow or,None,I prefer getting the money in cash,Below GH¢200 per month,Below GH¢200 per month,55,Female,Yes,Married,Excluded,Not borrowing,Not saving,Not remitting,Primary education,Farming and Fishing,46+ yrs
1070,4721.408376,Ashanti,Rural,7,Friends/Colleagues,Yes,No,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,I don't have regular income,None of these,,,,Yes,At home/secret hiding place,No,I received most of my income as money,None,I prefer getting the money in cash,Below GH¢200 per month,Below GH¢200 per month,50,Female,Yes,Married,Excluded,Not borrowing,Saving at home,Not remitting,No formal education,Self employed,46+ yrs
1071,4721.408376,Ashanti,Rural,2,Friends/Colleagues,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,I prefer to use other options or services than a bank,None of these,,,,Yes,At home/secret hiding place,Yes,I receive most of my income from selling food that I grow or,None,It's difficult for me to withdraw,Below GH¢200 per month,GH¢201 - GH¢400 per month,45,Male,Yes,Married,Excluded,Not borrowing,Saving at home,Not remitting,Primary education,Farming and Fishing,41 - 45 yrs
1072,4721.408376,Ashanti,Rural,3,Television,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,I prefer to use other options or services than a bank,None of these,,,,Yes,At home/secret hiding place,Yes,I receive most of my income from selling food that I grow or,None,I prefer getting the money in cash,Below GH¢200 per month,Below GH¢200 per month,41,Male,Yes,Married,Excluded,Credit from family and friends,Saving at home,Not remitting,Primary education,Farming and Fishing,41 - 45 yrs
1073,4721.408376,Ashanti,Rural,5,Billboards,Yes,No,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,I don't have regular income,None of these,,,,No,,No,I receive most of my income from selling food that I grow or,None,I want to avoid bank charges,Below GH¢200 per month,Below GH¢200 per month,30,Female,Yes,Married,Excluded,Not borrowing,Saving at home,Not remitting,Primary education,Remittance Dependent,26 - 30 yrs
1074,4721.408376,Ashanti,Rural,1,Friends/Colleagues,Yes,Yes,Never had,Never had,Have now,Never had,Never had,Never had,Never had,Never had,No,,,None of these,Trotro,Yes,31 to 60 minutes,No,,Yes,I received most of my income as money,None,I prefer getting the money in cash,Below GH¢200 per month,Below GH¢200 per month,35,Female,Yes,Married,Banked,Not borrowing,Saving at bank,Remiting through family and friends,Primary education,Farming and Fishing,31 - 35 yrs
1075,4721.408376,Ashanti,Rural,2,Friends/Colleagues,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,I don't have enough money or income,None of these,,,,Yes,At home/secret hiding place,Yes,I receive most of my income from selling food that I grow or,None,I prefer getting the money in cash,Below GH¢200 per month,Below GH¢200 per month,32,Male,Yes,Married,Excluded,Not borrowing,Saving at home,Not remitting,No formal education,Farming and Fishing,31 - 35 yrs
1076,4721.408376,Ashanti,Rural,1,Friends/Colleagues,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,I don't have enough money or income,None of these,,,,No,,Yes,I receive most of my income from selling food that I grow or,None,I prefer getting the money in cash,Below GH¢200 per month,Below GH¢200 per month,24,Female,Yes,Separated,Excluded,Not borrowing,Not saving,Not remitting,No formal education,Farming and Fishing,21 - 25 yrs
