CIF_NO,CODE_GENDER,NAME_EDUCATION_TYPE,FLAG_OWN_REALTY,NAME_HOUSING_TYPE,ORGANIZATION_TYPE,CNT_CHILDREN,OCCUPATION_TYPE,AMT_INCOME_TOTAL,DAYS_EMPLOYED,CREDIT_LIMIT
81606094,M,Secondary / secondary special,Y,House / apartment,Other,0,Managers,315000,-3432,20000000
81703227,F,Secondary / secondary special,Y,House / apartment,XNA,0,,157500,365243,30000000
76323468,F,Secondary / secondary special,Y,House / apartment,Agriculture,0,,81000,-9276,0
81759054,M,Secondary / secondary special,Y,House / apartment,Police,0,Core staff,157500,-9032,0
76600676,M,Secondary / secondary special,N,Municipal apartment,XNA,0,,130500,365243,30000000
81825316,F,Higher education,Y,House / apartment,XNA,0,,157500,365243,0
81923937,M,Secondary / secondary special,Y,Municipal apartment,XNA,0,,202500,365243,4000000
78045008,F,Secondary / secondary special,Y,House / apartment,XNA,0,,216000,365243,30000000
80600780,M,Lower secondary,Y,House / apartment,Self-employed,2,Drivers,135000,-1816,90000000
79979837,M,Secondary / secondary special,N,With parents,Transport: type 4,1,Drivers,90000,-38,0
81989480,M,Higher education,Y,With parents,Industry: type 3,0,,126000,-917,30000000
82016817,F,Secondary / secondary special,N,House / apartment,XNA,0,,135000,365243,30000000
73332464,F,Secondary / secondary special,N,House / apartment,Other,0,,72000,-599,80000000
73880588,F,Secondary / secondary special,Y,Municipal apartment,Business Entity Type 3,3,,202500,-281,10000000
74715074,F,Higher education,N,House / apartment,Business Entity Type 3,1,Managers,450000,-1980,20000000
74986226,M,Secondary / secondary special,N,House / apartment,Business Entity Type 2,0,Laborers,90000,-921,30000000
74986265,M,Secondary / secondary special,N,House / apartment,Business Entity Type 3,0,Laborers,157500,-1577,30000000
74986324,F,Secondary / secondary special,Y,House / apartment,Self-employed,0,Private service staff,81000,-1529,20000000
74090204,F,Secondary / secondary special,N,House / apartment,Business Entity Type 3,1,Sales staff,292500,-2807,5000000
74117189,M,Secondary / secondary special,N,Municipal apartment,Business Entity Type 1,0,Laborers,270000,-5387,60000000
73868795,F,Secondary / secondary special,Y,House / apartment,Industry: type 11,0,,157500,-2944,60000000
74797722,F,Secondary / secondary special,Y,House / apartment,XNA,0,,315000,365243,0
74797719,F,Secondary / secondary special,Y,House / apartment,XNA,0,,315000,365243,0
73531705,F,Lower secondary,Y,House / apartment,XNA,1,,54000,365243,20000000
74419937,F,Higher education,Y,House / apartment,Other,2,Accountants,135000,-4711,50000000
75355266,F,Higher education,N,With parents,School,0,Core staff,117000,-7063,0
75366248,F,Secondary / secondary special,Y,House / apartment,Industry: type 11,0,Laborers,139500,-3175,30000000
75139509,F,Secondary / secondary special,Y,House / apartment,Kindergarten,0,Security staff,180000,-2736,0
75143863,F,Secondary / secondary special,Y,House / apartment,XNA,0,,67500,365243,30000000
75143469,F,Secondary / secondary special,Y,House / apartment,XNA,0,,90000,365243,0
74130564,F,Higher education,Y,House / apartment,XNA,0,,90000,365243,20000000
75146459,F,Higher education,Y,Office apartment,Transport: type 2,0,,67500,-4076,0
75141141,F,Secondary / secondary special,Y,House / apartment,Kindergarten,2,Core staff,67500,-679,30000000
75144887,F,Secondary / secondary special,Y,House / apartment,Medicine,0,Medicine staff,697500,-2550,20000000
74467769,F,Higher education,Y,House / apartment,Business Entity Type 3,1,,180000,-565,0
75372183,M,Higher education,Y,House / apartment,Transport: type 2,0,High skill tech staff,292500,-765,80000000
75143215,F,Higher education,Y,House / apartment,XNA,0,,360000,365243,0
75150506,M,Secondary / secondary special,Y,House / apartment,Business Entity Type 3,0,,247500,-521,20000000
75151264,M,Incomplete higher,N,With parents,Business Entity Type 3,1,Managers,360000,-342,20000000
75188951,F,Secondary / secondary special,N,House / apartment,Self-employed,0,Waiters/barmen staff,247500,-1623,0
73505895,F,Higher education,Y,House / apartment,Other,1,Core staff,225000,-9335,0
78612125,M,Secondary / secondary special,Y,House / apartment,Business Entity Type 3,0,Laborers,225000,-2865,60000000
75210351,F,Incomplete higher,Y,House / apartment,Business Entity Type 1,1,High skill tech staff,112500,-1409,0
79093221,F,Higher education,N,House / apartment,Medicine,0,,270000,-7691,30000000
75220801,F,Higher education,Y,House / apartment,XNA,0,,315000,365243,30000000
75224873,F,Secondary / secondary special,N,House / apartment,Business Entity Type 1,1,Sales staff,54000,-3165,0
74830131,M,Secondary / secondary special,Y,House / apartment,XNA,0,,166500,365243,10000000
75457061,F,Secondary / secondary special,N,Municipal apartment,XNA,0,,130500,365243,20000000
77041812,F,Secondary / secondary special,Y,House / apartment,Industry: type 13,0,Laborers,202500,-2085,0
75481604,M,Higher education,N,Municipal apartment,Self-employed,0,Sales staff,90000,-135,3000000
75544866,F,Incomplete higher,Y,House / apartment,Self-employed,0,Accountants,225000,-1167,0
74109291,F,Higher education,Y,House / apartment,Other,0,,360000,-455,0
75623603,F,Secondary / secondary special,Y,House / apartment,Self-employed,0,Sales staff,157500,-1606,1000000
75267282,M,Secondary / secondary special,Y,House / apartment,Transport: type 4,0,Laborers,180000,-2679,60000000
76677843,F,Secondary / secondary special,Y,House / apartment,XNA,0,,112500,365243,10000000
76681442,M,Secondary / secondary special,N,House / apartment,Housing,0,Laborers,112500,-5417,0
75663784,F,Higher education,Y,House / apartment,Services,1,,112500,-1624,80000000
75665415,F,Secondary / secondary special,Y,Municipal apartment,XNA,0,,135000,365243,30000000
76305946,F,Higher education,N,House / apartment,Government,2,Core staff,153000,-1839,10000000
77729263,F,Secondary / secondary special,Y,Municipal apartment,Medicine,0,Medicine staff,180000,-5180,0
77981697,F,Secondary / secondary special,N,With parents,Business Entity Type 3,0,Laborers,225000,-2764,0
79397591,F,Higher education,Y,House / apartment,Bank,0,Core staff,225000,-1202,20000000
79488094,F,Incomplete higher,Y,House / apartment,Business Entity Type 3,0,,180000,-2285,50000000
79484227,F,Secondary / secondary special,Y,House / apartment,School,0,Secretaries,378000,-6266,0
75466693,F,Higher education,Y,House / apartment,Business Entity Type 3,0,Accountants,202500,-3392,80000000
75466792,F,Secondary / secondary special,N,House / apartment,XNA,0,,76500,365243,0
73946814,F,Higher education,Y,House / apartment,Services,1,,360000,-2961,20000000
75467022,F,Secondary / secondary special,N,With parents,School,0,Cleaning staff,25650,-2738,0
73701199,F,Secondary / secondary special,N,Municipal apartment,Medicine,0,Medicine staff,112500,-180,30000000
74140162,F,Higher education,Y,House / apartment,XNA,0,,202500,365243,0
73066008,M,Secondary / secondary special,Y,House / apartment,Business Entity Type 3,1,Security staff,247500,-1564,0
73309031,F,Secondary / secondary special,Y,House / apartment,School,1,Cleaning staff,121500,-5285,20000000
75467481,M,Secondary / secondary special,N,House / apartment,Business Entity Type 3,0,Laborers,315000,-2026,30000000
73322018,M,Secondary / secondary special,N,Co-op apartment,Transport: type 4,0,Drivers,315000,-2013,30000000
78172182,F,Secondary / secondary special,N,House / apartment,Trade: type 3,0,Sales staff,90000,-679,30000000
78289725,F,Secondary / secondary special,Y,House / apartment,XNA,0,,157500,365243,30000000
75473274,F,Secondary / secondary special,Y,House / apartment,Agriculture,1,HR staff,112500,-7588,5000000
73834321,F,Secondary / secondary special,Y,House / apartment,XNA,0,,135000,365243,3000000
79069079,M,Secondary / secondary special,N,House / apartment,Business Entity Type 3,1,Laborers,112500,-973,80000000
73512090,F,Secondary / secondary special,Y,House / apartment,Business Entity Type 3,0,Sales staff,67500,-4934,10000000
79079605,F,Secondary / secondary special,N,Office apartment,Medicine,0,Medicine staff,135000,-405,10000000
77832570,M,Higher education,Y,House / apartment,Business Entity Type 3,0,Laborers,450000,-2041,0
78496778,M,Secondary / secondary special,Y,Rented apartment,Security Ministries,0,Core staff,315000,-2286,20000000
73037274,M,Secondary / secondary special,Y,House / apartment,Self-employed,0,Cleaning staff,76500,-1333,30000000
73037280,F,Secondary / secondary special,N,House / apartment,Business Entity Type 3,0,Sales staff,112500,-1090,30000000
73005121,M,Secondary / secondary special,N,House / apartment,Kindergarten,0,Drivers,306000,-3651,0
73070759,M,Secondary / secondary special,Y,House / apartment,Business Entity Type 2,0,Laborers,135000,-1912,10000000
73122504,F,Higher education,N,House / apartment,Business Entity Type 3,0,Sales staff,135000,-613,0
74432833,F,Secondary / secondary special,Y,House / apartment,Business Entity Type 3,0,Sales staff,135000,-2646,30000000
75032263,M,Secondary / secondary special,Y,House / apartment,XNA,0,,67500,365243,4000000
73006697,M,Higher education,Y,House / apartment,Business Entity Type 3,0,,292500,-1947,0
75032269,F,Higher education,N,With parents,Business Entity Type 2,0,High skill tech staff,189000,-1682,0
75061566,M,Secondary / secondary special,Y,House / apartment,Business Entity Type 3,0,Managers,225000,-336,0
73265300,M,Secondary / secondary special,Y,House / apartment,Housing,1,Laborers,121500,-1952,0
74131937,F,Higher education,Y,House / apartment,Business Entity Type 3,2,Accountants,180000,-1103,5000000
74565698,F,Higher education,N,House / apartment,Self-employed,1,Laborers,189000,-5433,30000000
74892042,F,Higher education,N,House / apartment,Self-employed,0,Accountants,247500,-2147,20000000
73175906,F,Secondary / secondary special,N,House / apartment,Business Entity Type 3,1,,225000,-703,5000000
73509601,M,Incomplete higher,Y,House / apartment,Trade: type 4,0,Cooking staff,171000,-484,0
73023217,F,Secondary / secondary special,Y,House / apartment,Kindergarten,0,Laborers,76500,-2085,0
73037360,F,Secondary / secondary special,Y,House / apartment,XNA,0,,112500,365243,0
74892081,F,Secondary / secondary special,Y,With parents,Restaurant,1,High skill tech staff,99000,-2991,0
73059146,M,Secondary / secondary special,N,With parents,Business Entity Type 3,0,Laborers,126000,-622,0
73152584,F,Secondary / secondary special,N,With parents,Business Entity Type 3,1,,135000,-4539,6000000
73152658,F,Secondary / secondary special,Y,House / apartment,Business Entity Type 2,2,Laborers,112500,-5095,30000000
73153287,F,Secondary / secondary special,N,House / apartment,Self-employed,0,Sales staff,90000,-1684,20000000
73153300,F,Higher education,N,House / apartment,Self-employed,1,Accountants,202500,-2098,20000000
82957924,F,Higher education,Y,House / apartment,Industry: type 11,3,Accountants,180000,-1586,80000000
83038705,F,Secondary / secondary special,Y,House / apartment,Self-employed,0,Sales staff,135000,-2600,30000000
82968742,F,Higher education,N,Office apartment,School,0,Core staff,157500,-9927,20000000
83126685,F,Secondary / secondary special,Y,House / apartment,School,4,Cleaning staff,112500,-2891,80000000
83151750,M,Higher education,Y,House / apartment,Transport: type 3,1,Drivers,135000,-948,0
83155152,F,Secondary / secondary special,Y,House / apartment,XNA,0,,1935000,365243,20000000
73112118,M,Secondary / secondary special,Y,House / apartment,Self-employed,1,Drivers,157500,-3870,20000000
74671877,F,Secondary / secondary special,Y,House / apartment,Business Entity Type 3,1,Accountants,81000,-5374,30000000
74671884,F,Higher education,Y,House / apartment,Government,0,Core staff,157500,-3045,0
74671870,F,Secondary / secondary special,Y,House / apartment,Agriculture,0,,135000,-2816,80000000
74671876,F,Secondary / secondary special,Y,House / apartment,XNA,0,,135000,365243,0
74827196,M,Secondary / secondary special,Y,House / apartment,Industry: type 13,0,Drivers,130500,-3620,30000000
74540722,M,Secondary / secondary special,N,House / apartment,Transport: type 4,0,Laborers,135000,-1149,80000000
74540858,F,Secondary / secondary special,Y,House / apartment,University,3,High skill tech staff,135000,-8680,60000000
75048055,F,Higher education,Y,House / apartment,Housing,1,Accountants,76500,-2355,0
74392407,F,Secondary / secondary special,Y,House / apartment,Trade: type 7,0,Sales staff,126000,-688,30000000
74645653,F,Secondary / secondary special,Y,House / apartment,Government,1,,67500,-2260,0
74655142,F,Higher education,Y,House / apartment,Business Entity Type 3,0,Sales staff,135000,-1857,30000000
75157841,M,Higher education,Y,House / apartment,Security Ministries,0,,225000,-5267,50000000
74776363,M,Secondary / secondary special,N,House / apartment,XNA,0,,63000,365243,60000000
75251069,F,Secondary / secondary special,N,Rented apartment,Business Entity Type 3,1,Sales staff,180000,-1674,0
75253408,F,Secondary / secondary special,Y,House / apartment,Housing,2,High skill tech staff,67500,-774,20000000
74077441,F,Secondary / secondary special,N,Municipal apartment,Medicine,0,Medicine staff,135000,-2628,20000000
74534369,M,Secondary / secondary special,Y,House / apartment,XNA,1,,90000,365243,0
75247827,F,Higher education,N,House / apartment,Business Entity Type 3,2,HR staff,337500,-957,30000000
73389395,F,Higher education,Y,House / apartment,Government,1,,360000,-2694,0
74693449,F,Secondary / secondary special,Y,House / apartment,Business Entity Type 2,1,,112500,-9268,5000000
75262935,F,Higher education,Y,House / apartment,Industry: type 7,0,High skill tech staff,315000,-1502,5000000
73680969,M,Higher education,Y,House / apartment,Transport: type 4,0,Managers,225000,-1383,30000000
74565668,F,Secondary / secondary special,N,House / apartment,Medicine,0,Medicine staff,180000,-4220,20000000
74565522,M,Secondary / secondary special,Y,House / apartment,Self-employed,2,Laborers,135000,-4381,10000000
73057553,M,Secondary / secondary special,Y,House / apartment,Business Entity Type 3,0,Laborers,247500,-303,0
73639520,F,Higher education,N,House / apartment,Police,1,Core staff,234000,-3309,0
73639621,F,Incomplete higher,N,House / apartment,Business Entity Type 3,0,Accountants,54000,-396,0
74131914,F,Secondary / secondary special,N,House / apartment,Kindergarten,0,Security staff,90000,-3179,0
73059091,F,Secondary / secondary special,Y,House / apartment,Postal,1,Core staff,112500,-3282,30000000
73037538,F,Secondary / secondary special,N,House / apartment,Self-employed,0,Sales staff,171000,-1209,10000000
73037638,F,Secondary / secondary special,N,House / apartment,XNA,0,,157500,365243,0
73152576,F,Secondary / secondary special,N,House / apartment,XNA,0,,76675.5,365243,60000000
73152585,F,Secondary / secondary special,N,House / apartment,Business Entity Type 2,1,Laborers,135000,-5149,0
73152637,F,Secondary / secondary special,N,With parents,Restaurant,0,Waiters/barmen staff,90000,-861,0
73171911,F,Secondary / secondary special,Y,House / apartment,Self-employed,0,Private service staff,112500,-4033,30000000
